sentence	label_text
The company 's objective is to offer the best people flow experience by developing and delivering solutions that enable people to move smoothly , safely , comfortably and without waiting in buildings in an increasingly urbanizing environment .	neutral
The indexes include the top companies that are committed to sustainable development .	neutral
The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material .	neutral
Tip of the week Panfish like bluegills are great fun to catch , especially for children new to fishing .	neutral
- I am pleased that Bjorn Wahlroos has accepted the nomination .	positive
`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .	positive
`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .	positive
`` We want to serve K-citymarket customers by offering them interesting and topical selections .	neutral
Finnish newspaper publisher Sanoma , of media group SanomaWSOY , is merging its free sheets Uutislehti 100 and Metro as of mid-September 2008 to form a new free sheet to be named Metro .	neutral
Finnish Raute Precision that supplies weighing and dosing systems and plants is changing its name to Lahti Precision .	neutral
According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .	neutral
Active shipping is essential for Finland .	neutral
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .	positive
Basic banking activities continued as normal .	neutral
CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .	neutral
Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .	positive
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .	positive
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .	neutral
F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .	neutral
He said things will be different when new Finnish nuclear power stations go into operation and the large hydro powered stations of northern Europe have a good year .	neutral
Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .	positive
In his turn Fradkov said Russia is interested in adopting Finnish experience in forming technology parks in the framework of implementing the law on special economic zone .	neutral
It combines a perfect price performance with sophisticated management facilities , the company said .	positive
It provides customers with industry-leading elevators , escalators and innovative solutions for maintenance and modernization .	positive
It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .	neutral
Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx .	positive
L&T has also made a commitment to redeem the remaining shares by the end of 2011 .	neutral
Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .	neutral
Nokia said that its next generation mobile gaming platform makes it easy for people to find , buy , play and share rich and immersive games on a range of Nokia devices .	neutral
Of Bavelloni 's and NST 's joint ventures , Bavelloni Tools , completes semiproducts that are produced in Italy into high-quality tools that will be sold under the DiaPol brand .	neutral
Panostaja is a financially secure Finnish multi-field corporation that creates healthy companies and company entities .	neutral
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting .	neutral
So far the company has awarded more than $ 350,000 worth of tools and materials .	neutral
Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .	neutral
